"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"10/26/2015","Stop & Shop","STOP & SHOP 0893 MORRIS PLAINSNJ","17.03","debit","Groceries","Rewards Card","",""
"10/26/2015","Chase Checking","BKOFAMERICA ATM 10/24 #000007395 WITHDRWL PARSIPPANY PARSIPPANY NJ","600.00","debit","Transfer","Kalpan Checking","",""
"10/24/2015","Blink Moto Nj","BLINK MOTO #626 888-566-4223 NJ","21.40","debit","Gym","Rewards Card","",""
"10/23/2015","Fuel One","3440 FUEL ONE PARSIPPANY NJ","21.23","debit","Gas & Fuel","Rewards Card","",""
"10/22/2015","Stop & Shop","STOP & SHOP 0893 MORRIS PLAINSNJ","31.01","debit","Groceries","Rewards Card","",""
"10/20/2015","Stop & Shop","STOP & SHOP 0893 MORRIS PLAINSNJ","8.55","debit","Groceries","Rewards Card","",""
"10/19/2015","Transfer to Chase Credit","Payment to Chase card ending in9584","40.87","debit","Credit Card Payment","Kalpan Checking","",""
"10/19/2015","Verizon Wireless","VZWRLSS*APOCC VISN 800-922-0204 CA","200.48","debit","Mobile Phone","Rewards Card","",""
"10/19/2015","Subzi, Mandi Cash & Carry","SUBZI MANDI CASH & CAR PARSIPPANY NJ","14.95","debit","Groceries","Rewards Card","",""
"10/19/2015","Cablevision","CABLEVISION #7876 973-398-5757 NJ","107.99","debit","Television","Rewards Card","",""
"10/19/2015","Credit Card Payment","Bank of America Credit Card Bill Payment","103.57","debit","Credit Card Payment","Kalpan Checking","",""
"10/19/2015","Credit Card Payment","Bank of America Credit Card Bill Payment","1037.57","debit","Credit Card Payment","Kalpan Checking","",""
"10/18/2015","Transfer from Chase Checking","Payment Thank You - Web","40.87","credit","Credit Card Payment","Freedom Card","",""
"10/18/2015","Bed Bath & Beyond","BED BATH & BEYOND #755","80.22","debit","Shopping","Freedom Card","",""
"10/18/2015","Wal-Mart","WAL-MART #5077","85.83","debit","Shopping","Freedom Card","",""
"10/17/2015","Transfer from BOA Checking - Kalpan","PAYMENT","1037.57","credit","Credit Card Payment","Rewards Card","",""
"10/17/2015","Transfer Loan","TRANSFER TO LOAN 141 10/17/2015 15:35 550421.","160.50","debit","Auto Payment","DCU Checking","",""
"10/15/2015","KATI Roll Co","THE KATI ROLL COMPANY NEW YORK NY","11.16","debit","Restaurants","Rewards Card","",""
"10/15/2015","Cognizant Techno Des","COGNIZANT TECHNO DES:DIRECT DEP ID:XXXXX5364833CTS INDN:BHATT,KALPAN K...","2701.30","credit","Paycheck","Kalpan Checking","",""
"10/13/2015","Shell","SHELL OIL 57542917604 ROCKY HILL CT","22.05","debit","Gas & Fuel","Rewards Card","",""
"10/13/2015","Chipotle","CHIPOTLE 2394 PARSIPPANY NJ","15.00","debit","Restaurants","Rewards Card","",""
"10/13/2015","E-ZPass","NEW JERSEY E-ZPASS 888-288-6865 NJ","25.00","debit","Toll Fees","Rewards Card","",""
"10/13/2015","Geico","GEICO *AUTO MACON DC","111.04","debit","Auto Insurance","Rewards Card","",""
"10/12/2015","Enzo's Pizzeria","ENZO'S PIZZERIA LINCOLN NH","53.47","debit","Restaurants","Rewards Card","",""
"10/12/2015","Circle K","CIRCLE K 07208 NEW HAMPTON NH","20.79","debit","Gas & Fuel","Rewards Card","",""
"10/12/2015","Fuel One","3440 FUEL ONE PARSIPPANY NJ","11.94","debit","Gas & Fuel","Rewards Card","",""
"10/12/2015","Star Market","#07565 STAR MARKET CAMBRIDGE MA","9.42","debit","Groceries","Rewards Card","",""
"10/12/2015","Varmont souvanior","WHITE MOUNTAINS VISITOR CNORTH WOODSTONH","3.99","debit","Shopping","Rewards Card","",""
"10/08/2015","Payal Saloon","BKOFAMERICA ATM 10/08 #000005063 WITHDRWL PARSIPPANY PARSIPPANY NJ","16.00","debit","Hair","Kalpan Checking","",""
"10/08/2015","Om engagement","BKOFAMERICA ATM 10/08 #000005063 WITHDRWL PARSIPPANY PARSIPPANY NJ","4.00","debit","CASH Income","Kalpan Checking","",""
"10/07/2015","Foreign Transaction Fee","FOREIGN TRANSACTION FEE C_FEES","0.54","debit","Finance Charge","Rewards Card","",""
"10/07/2015","Meisterlabs","MEISTERLABS GMBH M?NCHEN","18.00","debit","Electronics & Software","Rewards Card","",""
"10/07/2015","Macy's","MACYS DES:ONLINE PMT ID:XXXXX1267312048 INDN:KALPAN BHATT CO ID:CITICTP WEB","87.30","debit","Credit Card Payment","Kalpan Checking","",""
"10/05/2015","Fuel One","3440 FUEL ONE PARSIPPANY NJ","21.14","debit","Gas & Fuel","Rewards Card","",""
"10/05/2015","Laz Parking","LAZ PARKING 590803 MORRISTOWN NJ","5.00","debit","Parking","Rewards Card","",""
"10/05/2015","Ming Ii","MING II MORRISTOWN NJ","80.00","debit","Restaurants","Rewards Card","",""
"10/05/2015","AMC","AMC HEADQUARTERS 10 #0063MORRISTOWN NJ","7.00","debit","Movies & DVDs","Rewards Card","",""
"10/05/2015","Intervale Gardens Rent","Check 150","1000.00","debit","Mortgage & Rent","Kalpan Checking","",""
"10/05/2015","Macy's","PAYMENT - THANK YOU","87.30","credit","Credit Card Payment","XXXX-XXXX-XXXX-1578","",""
"10/03/2015","USPS","USPS 33639002833105222 PARSIPPANY NJ","0.49","debit","Shipping","Rewards Card","",""
"10/02/2015","Netflix","NETFLIX.COM NETFLIX.COM CA","7.99","debit","Movies & DVDs","Rewards Card","",""
"9/30/2015","Cognizant Techno Des","COGNIZANT TECHNO DES:DIRECT DEP ID:XXXXX6516655CTS INDN:BHATT,KALPAN K...","2701.30","credit","Paycheck","Kalpan Checking","",""
"9/30/2015","Dividend","DIVIDEND","0.01","credit","Investments","DCU Savings","",""
"9/29/2015","First Energy Corp.","EGS*FIRST ENERGY CORP 800-794-1630 PA","44.43","debit","Utilities","Rewards Card","",""
"9/29/2015","Transfer from BOA Checking - Kalpan","KEEPTHECHANGE CREDIT FROM ACCT7360 EFFECTIVE 09/28","0.95","credit","Transfer","Kalpan Savings","",""
"9/28/2015","Stop & Shop","STOP & SHOP 0893 MORRIS PLAINSNJ","30.31","debit","Groceries","Rewards Card","",""
"9/28/2015","Subzi, Mandi Cash & Carry","SUBZI MANDI CASH & CAR PARSIPPANY NJ","30.76","debit","Groceries","Rewards Card","",""
"9/28/2015","Costco","COSTCO WHSE #0 09/28 #000479297 PURCHASE COSTCO WHSE #0244 EAST HANOVER NJ","19.77","debit","Groceries","Kalpan Checking","",""
"9/28/2015","Costco","COSTCO WHSE #0 09/26 #000891742 PURCHASE COSTCO WHSE #0244 EAST HANOVER NJ","125.28","debit","Groceries","Kalpan Checking","",""
"9/28/2015","BOFA Savings","KEEP THE CHANGE TRANSFER TO ACCT 2431 FOR 09/28/15","0.95","debit","Transfer","Kalpan Checking","",""
"9/25/2015","Account Maintenance Fee","SERVICE FEE","12.00","debit","Bank Fee","Kalpan Checking","",""
"9/24/2015","Fuel One","3440 FUEL ONE","20.87","debit","Gas & Fuel","Freedom Card","",""
"9/24/2015","Blink Moto Nj","BLINK MOTO #626 888-566-4223 NJ","21.40","debit","Gym","Rewards Card","",""
"9/23/2015","Thank You Bill","Payment Thank You Bill Pa","843.21","credit","Credit Card Payment","Freedom Card","",""
"9/23/2015","Credit Card Payment","Chase Credit Cards Bill Payment","843.21","debit","Credit Card Payment","Kalpan Checking","",""
"9/23/2015","Toyota","TOYOTA OF MORRISTOWN MORRISTOWN NJ","82.04","debit","Service & Parts","Rewards Card","",""
"9/22/2015","Ben n Jerry","NORTH COUNTRY SPECIALTY FJEFFERSONVILLVT","5.88","debit","Snacks and Drinks","Rewards Card","","Ben n Jerry"
"9/22/2015","Benders Burritos Stowe","BENDERS BURRITOS STOWE VT","23.32","debit","Restaurants","Rewards Card","",""
"9/22/2015","Transfer from BOA Checking - Kalpan","PAYMENT","6268.01","credit","Credit Card Payment","Rewards Card","",""
"9/22/2015","Subzi, Mandi Cash & Carry","SUBZI MANDI CASH & CAR PARSIPPANY NJ","21.66","debit","Groceries","Rewards Card","",""
"9/22/2015","Smuggs Country Vllevt","SMUGGS COUNTRY STORE JEFFERSONVLLEVT","4.23","debit","Hobbies","Rewards Card","",""
"9/22/2015","Transfer to BankAmericard Platinum Plus Visa","Bank of America Credit Card Bill Payment","250.78","debit","Credit Card Payment","Kalpan Checking","",""
"9/22/2015","Transfer to BOA Cash Rewards","Bank of America Credit Card Bill Payment","6268.01","debit","Credit Card Payment","Kalpan Checking","",""
"9/22/2015","Shell","SHELL OIL 57543514905","20.00","debit","Gas & Fuel","Freedom Card","",""
"9/21/2015","Smugglers","SMUGGLERS NOTCH CONC 6127JEFFERSONVILLVT","43.00","debit","Restaurants","Rewards Card","",""
"9/21/2015","Dunkin Donuts","DUNKIN #344732 Q35 PARSIPPANY NJ","4.90","debit","Coffee Shops","Rewards Card","",""
"9/21/2015","Burger King","BURGER KING #3736 SARATOGA SPRINY","5.45","debit","Fast Food","Rewards Card","",""
"9/21/2015","Stowe Mountain Club","STOWE MOUNTAIN TICKETS STOWE VT","50.00","debit","Amusement","Rewards Card","",""
"9/21/2015","Fuel One","3440 FUEL ONE","20.85","debit","Gas & Fuel","Freedom Card","",""
"9/21/2015","Sq Pakwaan Fine","SQ *PAKWAAN FINE INDIAN C","41.60","debit","Restaurants","Freedom Card","",""
"9/19/2015","Chipotle","CHIPOTLE 1278 SARATOGA SPRINY","7.28","debit","Restaurants","Rewards Card","",""
"9/18/2015","Verizon Wireless","VZWRLSS*APOCC VISN 800-922-0204 CA","178.06","debit","Mobile Phone","Rewards Card","",""
"9/18/2015","Cablevision","CABLEVISION #7876 973-398-5757 NJ","108.00","debit","Television","Rewards Card","",""
"9/18/2015","E Trade Des","E*TRADE DES:ACH TRNSFR ID:XXXXX801749 INDN:36243543 CO ID:XXXXX21258 PPD","900.00","credit","Transfer","Kalpan Checking","",""
"9/18/2015","Interest Earned","Interest Earned","0.01","credit","Interest Income","Kalpan Savings","",""
"9/18/2015","Smugglers' Notch Resort","SMUGGLERS NOTCH RESORT 802-6448851 VT","345.17","debit","Hotel","Rewards Card","",""
"9/16/2015","Transfer from Regular Savings","Online Banking transfer from SAV 2431 Confirmation# 4243097250","700.00","credit","Transfer","Kalpan Checking","",""
"9/16/2015","Bkofamerica ATM Deposit","BKOFAMERICA ATM 09/16 #000007811 DEPOSIT PARSIPPANY PARSIPPANY NJ","200.00","credit","Income","Kalpan Checking","",""
"9/16/2015","Transfer from Regular Savings","Online Banking transfer from SAV 2431 Confirmation# 0343032669","2000.00","credit","Transfer","Kalpan Checking","",""
"9/16/2015","Transfer from BOA Checking - Khushbu","Mobile/Email Transfer Conf# 1jpshgsk6; BHATT, KHUSHBU","700.00","credit","Transfer","Kalpan Savings","",""
"9/16/2015","Transfer to BOA Checking - Kalpan","Online Banking transfer to CHK 7360 Confirmation# 0343032669","2000.00","debit","Transfer","Kalpan Savings","",""
"9/16/2015","Transfer to BOA Checking - Kalpan","Online Banking transfer to CHK 7360 Confirmation# 4243097250","700.00","debit","Transfer","Kalpan Savings","",""
"9/16/2015","Transfer Loan","TRANSFER TO LOAN 141 09/16/2015 15:26 18549.","160.50","debit","Auto Payment","DCU Checking","",""
"9/15/2015","Payless ShoeSource","PAYLESSSHOESOU00041194","38.02","debit","Clothing","Freedom Card","",""
"9/15/2015","Subway","SUBWAY        03258274","14.98","debit","Fast Food","Freedom Card","",""
"9/15/2015","AMC","AMC WAYNE 14 #2176 WAYNE NJ","11.85","debit","Movies & DVDs","Rewards Card","",""
"9/15/2015","Cognizant Techno Des","COGNIZANT TECHNO DES:DIRECT DEP ID:XXXXX5583087CTS INDN:BHATT,KALPAN K...","2701.31","credit","Paycheck","Kalpan Checking","",""
"9/14/2015","Costco","COSTCO.COM  *ONLINE","33.99","debit","Groceries","Freedom Card","",""
"9/14/2015","New York & Company","NEW YORK & COMPANY #0316 WAYNE NJ","90.80","debit","Clothing","Rewards Card","",""
"9/11/2015","Stop & Shop","STOP & SHOP 0893 MORRIS PLAINSNJ","37.94","debit","Groceries","Rewards Card","",""
"9/11/2015","Wal-Mart","WAL-MART #5077","61.91","debit","Shopping","Freedom Card","",""
"9/10/2015","Fuel One","3440 FUEL ONE","22.53","debit","Gas & Fuel","Freedom Card","",""
"9/10/2015","Subzi, Mandi Cash & Carry","SUBZI MANDI CASH & CAR PARSIPPANY NJ","62.32","debit","Groceries","Rewards Card","",""
"9/09/2015","Starbucks","STARBUCKS #07383 JERSEY C","4.23","debit","Coffee Shops","Freedom Card","",""
"9/09/2015","Esso","ESSO 7030 MCLAUGHLIN ROAD","26.24","debit","Gas & Fuel","Freedom Card","",""
"9/09/2015","Sunoco","SUNOCO 0042305302","24.59","debit","Gas & Fuel","Freedom Card","",""
"9/09/2015","Foreign Transaction Fee","FOREIGN TRANSACTION FEE","0.78","debit","Finance Charge","Freedom Card","",""
"9/08/2015","Hornblower Niagara Cru","HORNBLOWER NIAGARA CRU","51.07","debit","Travel","Freedom Card","",""
"9/08/2015","Foreign Transaction Fee","FOREIGN TRANSACTION FEE","1.53","debit","Finance Charge","Freedom Card","",""
"9/08/2015","DIAL91.COM","DIAL91.COM 800-2199545 FL09/03","10.00","debit","Business Services","Kalpan Checking","",""
"9/07/2015","E-ZPass","NEW JERSEY E-ZPASS 888-288-6865 NJ","25.00","debit","Toll Fees","Rewards Card","",""
"9/06/2015","Sunoco","SUNOCO 0364617100","26.32","debit","Gas & Fuel","Freedom Card","",""
"9/04/2015","Sukhadia Parisippany Nj","SUKHADIA PARISIPPANY NJ","12.00","debit","Gift","Freedom Card","",""
"9/04/2015","Fuel One","3440 FUEL ONE","20.88","debit","Gas & Fuel","Freedom Card","",""
"9/04/2015","USPS","USPS 33639002833105222","0.98","debit","Shipping","Freedom Card","",""
"9/04/2015","Intervale Gardens Rent","Check 149","1000.00","debit","Mortgage & Rent","Kalpan Checking","",""
"9/03/2015","Geico","GEICO  *AUTO","138.00","debit","Auto Insurance","Freedom Card","",""
"9/03/2015","Travelers Insurance","TRAVELERS PERSONAL INS","10.50","debit","Home Insurance","Freedom Card","",""
"9/03/2015","Blink Moto Nj","BLINK MOTO #626 888-566-4223 NJ","41.73","debit","Gym","Rewards Card","",""
"9/03/2015","Transfer to BankAmericard Platinum Plus Visa","BANK OF AMERICA CREDIT CARD Bill Payment","45.76","debit","Credit Card Payment","Kalpan Checking","",""
"9/02/2015","Aeropostale","AEROPOSTALE #31 ROCKAWAY NJ","34.19","debit","Clothing","Rewards Card","",""
"9/02/2015","Netflix","NETFLIX.COM 866-579-7172 CA","7.99","debit","Movies & DVDs","Rewards Card","",""
"9/02/2015","Chipotle","CHIPOTLE 2394 PARSIPPANY NJ","15.00","debit","Restaurants","Rewards Card","",""
"9/01/2015","First Energy Corp.","EGS*FIRST ENERGY CORP 800-794-1630 PA","62.06","debit","Utilities","Rewards Card","",""
"8/31/2015","Rockaway Tn Sq","ROCKAWAY TN SQ Rockaway TownNJ","22.00","debit","Clothing","XXXX-XXXX-XXXX-1578","",""
"8/31/2015","Fuel One","3440 FUEL ONE","23.65","debit","Gas & Fuel","Freedom Card","",""
"8/31/2015","Domino's Pizza","DOMINO'S 4571","9.62","debit","Fast Food","Freedom Card","",""
"8/31/2015","Dividend","DIVIDEND","0.01","credit","Investments","DCU Savings","",""
"8/31/2015","Cognizant Techno Des","COGNIZANT TECHNO DES:DIRECT DEP ID:XXXXX0686703CTS INDN:BHATT,KALPAN K...","2701.30","credit","Paycheck","Kalpan Checking","",""
"8/31/2015","Mobile Email Transfer","Mobile/Email Transfer Conf# n4c4xqu9c; JHAVERI, ARPIT","1000.00","credit","Transfer","Kalpan Savings","",""
"8/31/2015","Khasiyat Iselin Nj","KHASIYAT ISELIN NJ","31.35","debit","Restaurants","Rewards Card","",""
"8/31/2015","Stop & Shop","STOP & SHOP 0893 MORRIS PLAINSNJ","14.35","debit","Groceries","Rewards Card","",""
"8/31/2015","On Line","NSC ONLINE TRAINING BLOOMFIELD HIMI","19.95","debit","Gas & Fuel","Rewards Card","",""
"8/30/2015","Patel Brothers","PATEL BROTHERS","29.46","debit","Groceries","Freedom Card","",""
"8/30/2015","Olive Garden","THE OLIVE GARD00016386","62.98","debit","Restaurants","Freedom Card","",""
"8/29/2015","Willowbrook","WILLOWBROOK Wayne NJ","65.30","debit","Clothing","XXXX-XXXX-XXXX-1578","",""
"8/29/2015","Gujarati Natak","Mobile/Email Transfer Conf# bdvy4pjuk; Amin, Ravin","91.29","debit","Movies & DVDs","Kalpan Checking","",""
"8/28/2015","iTunes","APL* ITUNES.COM/BILL 866-712-7753 CA","4.27","debit","Hobbies","Rewards Card","",""
"8/27/2015","Mobile Email Transfer","Mobile/Email Transfer Conf# 1djnlcxqw; JHAVERI, ARPIT","600.00","credit","Transfer","Kalpan Savings","",""
"8/27/2015","Geico","GEICO  *AUTO","131.20","debit","Auto Insurance","Freedom Card","",""
"8/27/2015","Stop & Shop","STOP & SHOP 0893 MORRIS PLAINSNJ","23.55","debit","Groceries","Rewards Card","",""
"8/27/2015","Njit","NJIT DES:WEBCHECK ID:82203 INDN:KALPAN BHATT CO ID:XXXXX0910 WEB","15772.00","debit","Transfer","Kalpan Checking","",""
"8/27/2015","Taco Bell","TACO BELL #28939","9.79","debit","Fast Food","Freedom Card","",""
"8/26/2015","Fuel One","3440 FUEL ONE","22.59","debit","Gas & Fuel","Freedom Card","",""
"8/26/2015","Account Maintenance Fee","SERVICE FEE","12.00","debit","Bank Fee","Kalpan Checking","",""
"8/25/2015","Harvard Continuing Edu","HARVARD CONTINUING ED 617-495-4293 MA","2450.00","debit","Tuition","Rewards Card","Harvard Fees",""
"8/25/2015","Finance","NYC FINANCE DES:PARKINGTKT ID:XXXXX3500104043 INDN:KALPAN BHATT...","115.00","debit","Violations","Kalpan Checking","",""
"8/24/2015","Fuel One","3440 FUEL ONE","23.45","debit","Gas & Fuel","Freedom Card","",""
"8/24/2015","Ashley Furniture Homestore","ASHLEY FURNITURE HOMESTO FAIRFIELD NJ","3439.13","debit","Transfer","Rewards Card","",""
"8/24/2015","Blink Moto Nj","BLINK MOTO #626 888-566-4223 NJ","21.40","debit","Gym","Rewards Card","",""
"8/24/2015","Transfer from BOA Checking - Kalpan","PAYMENT","1487.16","credit","Credit Card Payment","Rewards Card","",""
"8/24/2015","Ganeshs Dosa House","SRIGANESHSDOSAHOUSE PARSIPPANY NJ","12.31","debit","Restaurants","Rewards Card","",""
"8/24/2015","Transfer to BOA Cash Rewards","Bank of America Credit Card Bill Payment","1487.16","debit","Credit Card Payment","Kalpan Checking","",""
"8/24/2015","Transfer from Regular Savings","Online Banking transfer from SAV 2431 Confirmation# 2935926650","6500.00","credit","Transfer","Kalpan Checking","",""
"8/24/2015","Mobile Email Transfer","Mobile/Email Transfer Conf# ocrdd7w48; JHAVERI, ARPIT","800.00","credit","Transfer","Kalpan Savings","",""
"8/24/2015","Mobile Email Transfer","Mobile/Email Transfer Conf# 12jk5d50a; JHAVERI, ARPIT","1100.00","credit","Transfer","Kalpan Savings","",""
"8/24/2015","Transfer to BOA Checking - Kalpan","Online Banking transfer to CHK 7360 Confirmation# 2935926650","6500.00","debit","Transfer","Kalpan Savings","",""
"8/23/2015","Dunkin Donuts","DUNKIN #344732     Q35","4.47","debit","Coffee Shops","Freedom Card","",""
"8/20/2015","E-ZPASS","NEW JERSEY E-ZPASS 888-288-6865 NJ","25.00","debit","Toll Fees","Rewards Card","",""
"8/20/2015","Late Fee Reversal","Late Fee Reversal","25.00","credit","Late Fee","Freedom Card","",""
"8/20/2015","Transfer from Chase Checking","Payment Thank You - Web","344.16","credit","Credit Card Payment","Freedom Card","",""
"8/20/2015","Transfer to Chase Credit","Payment to Chase card ending in9584","344.16","debit","Credit Card Payment","Kalpan Checking","",""
"8/19/2015","Late Payment Fee","LATE FEE","25.00","debit","Late Fee","Freedom Card","",""
"8/19/2015","Fuel One","3440 FUEL ONE","25.75","debit","Gas & Fuel","Freedom Card","",""
"8/19/2015","Chipotle","CHIPOTLE 2394","15.00","debit","Restaurants","Freedom Card","",""
"8/19/2015","DIAL91.COM","DIAL91.COM 800-2199545 FL08/17","10.50","debit","Business Services","Kalpan Checking","",""
"8/19/2015","Interest Earned","Interest Earned","0.08","credit","Interest Income","Kalpan Savings","",""
"8/19/2015","Federal Withholding","Federal Withholding","0.02","debit","Gas & Fuel","Kalpan Savings","",""
"8/18/2015","DCU Auto loan","TRANSFER TO LOAN 141 MOBILE BANKING TRANSFER:635755033439877597","160.50","debit","Auto Payment","DCU Checking","",""
"8/18/2015","Online Deposit Ref","DEPOSIT ONLINE DEPOSIT: REF # 34992705","500.00","credit","Transfer","DCU Checking","",""
"8/18/2015","Bkofamerica ATM Deposit","BKOFAMERICA ATM 08/18 #000001392 DEPOSIT PARSIPPANY PARSIPPANY NJ","260.00","credit","Income","Kalpan Checking","",""
"8/18/2015","Check 148","Check 148","500.00","debit","Transfer","Kalpan Checking","",""
"8/18/2015","Cablevision","CABLEVISION #7876 973-398-5757 NJ","108.00","debit","Television","Rewards Card","",""
"8/18/2015","Verizon Wireless","VZWRLSS*APOCC VISN 800-922-0204 CA","177.94","debit","Mobile Phone","Rewards Card","",""
"8/17/2015","Sukhadia Parisippany Nj","SUKHADIA PARISIPPANY NJ","18.00","debit","Gift","Freedom Card","",""
"8/17/2015","Sq Pakwaan Fine","SQ *PAKWAAN FINE INDIAN C","72.05","debit","Restaurants","Freedom Card","",""
"8/17/2015","Fuel One","3440 FUEL ONE","18.83","debit","Gas & Fuel","Freedom Card","",""
"8/17/2015","Om engagement","BKOFAMERICA ATM 08/15 #000009230 WITHDRWL PARSIPPANY PARSIPPANY NJ","40.00","debit","Gift","Kalpan Checking","",""
"8/17/2015","E-ZPass","NEW JERSEY E-ZPASS 888-288-6865 NJ","25.00","debit","Toll Fees","Rewards Card","",""
"8/16/2015","Wal-Mart","WAL-MART #5077","70.33","debit","Shopping","Freedom Card","",""
"8/14/2015","Cognizant Techno Des","COGNIZANT TECHNO DES:DIRECT DEP ID:XXXXX4170433CTS INDN:BHATT,KALPAN K...","2701.30","credit","Paycheck","Kalpan Checking","",""
"8/13/2015","E Trade Des","E*TRADE DES:ACH TRNSFR ID:XXXXX510749 INDN:36243543 CO ID:XXXXX21258 PPD","3500.00","debit","Transfer","Kalpan Checking","",""
"8/12/2015","Wpy Youcaring Ca","WPY*YouCaring 855-469-3729 CA","1.00","debit","Charity","Rewards Card","",""
"8/12/2015","Family","WPY*Family of Syed Sanayu855-469-3729 CA","10.00","debit","Charity","Rewards Card","",""
"8/12/2015","Online Banking Transfer","Online Banking Transfer Conf# m02984xtc; GOPANI, HARDIP","114.00","credit","Vacation","Kalpan Checking","",""
"8/12/2015","E Trade Des","E*TRADE DES:ACH TRNSFR ID:XXXXX307749 INDN:36243543 CO ID:XXXXX21258 PPD","4000.00","debit","Transfer","Kalpan Checking","",""
"8/12/2015","Online Deposit Ref","DEPOSIT ONLINE DEPOSIT: REF # 34661422","4.00","credit","Income","DCU Checking","",""
"8/12/2015","Online Deposit Ref","DEPOSIT ONLINE DEPOSIT: REF # 34661492","9.86","credit","Income","DCU Checking","",""
"8/11/2015","Transfer from Regular Savings","Online Banking transfer from SAV 2431 Confirmation# 1431602118","7573.42","credit","Transfer","Kalpan Checking","",""
"8/11/2015","Online Banking Transfer","Online Banking Transfer Conf# yh8h6rgb9; Bhatt","1000.00","debit","Transfer","Kalpan Checking","",""
"8/11/2015","Transfer to BOA Checking - Kalpan","Online Banking transfer to CHK 7360 Confirmation# 1431602118","7573.42","debit","Transfer","Kalpan Savings","",""
"8/10/2015","Max Brenner","MAX BRENNER NEW YORK NY","33.00","debit","Restaurants","Rewards Card","",""
"8/10/2015","Taco Bell","TACO BELL #28939 PARSIPPANY NJ","8.52","debit","Fast Food","Rewards Card","",""
"8/10/2015","Transfer from BOA_Checking","KEEPTHECHANGE CREDIT FROM ACCT7360 EFFECTIVE 08/07","1.16","credit","Savings transfer","Kalpan Savings","",""
"8/08/2015","Starbucks","BARNES & NOBLE #2980 MORRIS PLAINSNJ","2.84","debit","Coffee Shops","Rewards Card","",""
"8/07/2015","Costco","COSTCO WHSE #1 08/07 #000808942 PURCHASE COSTCO WHSE #1177 WAYNE NJ","2.76","debit","Groceries","Kalpan Checking","",""
"8/07/2015","Costco","COSTCO WHSE #1 08/07 #000599089 PURCHASE COSTCO WHSE #1177 WAYNE NJ","107.95","debit","Groceries","Kalpan Checking","",""
"8/07/2015","E Trade Des","E*TRADE DES:ACH TRNSFR ID:XXXXX873749 INDN:36243543 CO ID:XXXXX21258 PPD","3000.00","debit","Transfer","Kalpan Checking","",""
"8/07/2015","Costco Gas","COSTCO GAS #11 08/07 #000508518 PURCHASE COSTCO GAS #1177 WAYNE NJ","15.13","debit","Gas & Fuel","Kalpan Checking","",""
"8/07/2015","BOFA Savings","KEEP THE CHANGE TRANSFER TO ACCT 2431 FOR 08/07/15","1.16","debit","Transfer","Kalpan Checking","",""
"8/06/2015","Transfer from BOA_Checking","KEEPTHECHANGE CREDIT FROM ACCT7360 EFFECTIVE 08/05","0.02","credit","Transfer","Kalpan Savings","",""
"8/05/2015","USPS","USPS 33639002833105222 PARSIPPANY NJ","0.49","debit","Shipping","Rewards Card","",""
"8/05/2015","Wawa","WAWA 277 00002774 TREVOSE PA","4.21","debit","Gas & Fuel","Rewards Card","",""
"8/05/2015","Wawa","WAWA 277 08/04 #000236466 PURCHASE WAWA 277 TREVOSE PA","19.98","debit","Gas & Fuel","Kalpan Checking","",""
"8/05/2015","Intervale Gardens Rent","Check 146","1000.00","debit","Mortgage & Rent","Kalpan Checking","",""
"8/05/2015","FirstEnergy","FIRSTENERGY OPCO DES:FE ECHECK ID:XXXXX9346684 INDN:Kalpan Bhatt CO...","57.75","debit","Utilities","Kalpan Checking","",""
"8/05/2015","BOFA Savings","KEEP THE CHANGE TRANSFER TO ACCT 2431 FOR 08/05/15","0.02","debit","Transfer","Kalpan Checking","",""
"8/05/2015","Transfer to BankAmericard Platinum Plus Visa","Bank of America Credit Card Bill Payment","86.93","debit","Credit Card Payment","Kalpan Checking","",""
"8/04/2015","Stop & Shop","STOP & SHOP 0893 MORRIS PLAINSNJ","18.81","debit","Groceries","Rewards Card","",""
"8/04/2015","Chand Palace","CHAND PALACE PARSIPPANY NJ","54.72","debit","Restaurants","Rewards Card","",""
"8/03/2015","Fuel One","3440 FUEL ONE","27.98","debit","Gas & Fuel","Freedom Card","",""
"8/03/2015","Men's Wearhouse","THE MENS WEARHOUSE #5440 LIVINGSTON NJ","39.50","debit","Clothing","Rewards Card","",""
"8/03/2015","Chipotle","CHIPOTLE 1879 NEW YORK NY","47.00","debit","Restaurants","Rewards Card","",""
"8/03/2015","One World Observatory","ONE WORLD OBSERVATORY 973-707-2806 NY","192.00","debit","Vacation","Rewards Card","",""
"8/03/2015","Kaikash Parbat","KAIKASH PARBAT NEW YORK NY","75.00","debit","Restaurants","Rewards Card","",""
"8/03/2015","Cablevision","CABLEVISION #7876 973-398-5757 NJ","115.00","debit","Television","Rewards Card","",""
"8/01/2015","Netflix","NETFLIX.COM NETFLIX.COM CA","7.99","debit","Movies & DVDs","Rewards Card","",""
"7/31/2015","Foreign Transaction Fee","FOREIGN TRANSACTION FEE C_FEES","4.63","debit","Finance Charge","Rewards Card","",""
"7/31/2015","Subzi, Mandi Cash & Carry","SUBZI MANDI CASH & CAR PARSIPPANY NJ","30.73","debit","Groceries","Rewards Card","",""
"7/31/2015","Taco Bell","TACO BELL #28939 PARSIPPANY NJ","11.60","debit","Fast Food","Rewards Card","",""
"7/31/2015","Stop & Shop","STOP & SHOP 0893 MORRIS PLAINSNJ","35.49","debit","Groceries","Rewards Card","",""
